area_type_code,area_code,area_text,state
F,CN4009100000000,McIntosh County,OK
F,CN4009300000000,Major County,OK
F,CN4009500000000,Marshall County,OK
F,CN4009700000000,Mayes County,OK
F,CN4009900000000,Murray County,OK
F,CN4010100000000,Muskogee County,OK
F,CN4010300000000,Noble County,OK
F,CN4010500000000,Nowata County,OK
F,CN4010700000000,Okfuskee County,OK
F,CN4010900000000,Oklahoma County,OK
F,CN4011100000000,Okmulgee County,OK
F,CN4011300000000,Osage County,OK
F,CN4011500000000,Ottawa County,OK
F,CN4011700000000,Pawnee County,OK
F,CN4011900000000,Payne County,OK
F,CN4012100000000,Pittsburg County,OK
F,CN4012300000000,Pontotoc County,OK
F,CN4012500000000,Pottawatomie County,OK
F,CN4012700000000,Pushmataha County,OK
F,CN4012900000000,Roger Mills County,OK
F,CN4013100000000,Rogers County,OK
F,CN4013300000000,Seminole County,OK
F,CN4013500000000,Sequoyah County,OK
F,CN4013700000000,Stephens County,OK
F,CN4013900000000,Texas County,OK
F,CN4014100000000,Tillman County,OK
F,CN4014300000000,Tulsa County,OK
F,CN4014500000000,Wagoner County,OK
F,CN4014700000000,Washington County,OK
F,CN4014900000000,Washita County,OK
F,CN4015100000000,Woods County,OK
F,CN4015300000000,Woodward County,OK
F,CN4100100000000,Baker County,OR
F,CN4100300000000,Benton County,OR
F,CN4100500000000,Clackamas County,OR
F,CN4100700000000,Clatsop County,OR
F,CN4100900000000,Columbia County,OR
F,CN4101100000000,Coos County,OR
F,CN4101300000000,Crook County,OR
F,CN4101500000000,Curry County,OR
F,CN4101700000000,Deschutes County,OR
F,CN4101900000000,Douglas County,OR
F,CN4102100000000,Gilliam County,OR
F,CN4102300000000,Grant County,OR
F,CN4102500000000,Harney County,OR
F,CN4102700000000,Hood River County,OR
F,CN4102900000000,Jackson County,OR
F,CN4103100000000,Jefferson County,OR
F,CN4103300000000,Josephine County,OR
F,CN4103500000000,Klamath County,OR
F,CN4103700000000,Lake County,OR
F,CN4103900000000,Lane County,OR
F,CN4104100000000,Lincoln County,OR
F,CN4104300000000,Linn County,OR
F,CN4104500000000,Malheur County,OR
F,CN4104700000000,Marion County,OR
F,CN4104900000000,Morrow County,OR
F,CN4105100000000,Multnomah County,OR
F,CN4105300000000,Polk County,OR
F,CN4105500000000,Sherman County,OR
F,CN4105700000000,Tillamook County,OR
F,CN4105900000000,Umatilla County,OR
F,CN4106100000000,Union County,OR
F,CN4106300000000,Wallowa County,OR
F,CN4106500000000,Wasco County,OR
F,CN4106700000000,Washington County,OR
F,CN4106900000000,Wheeler County,OR
F,CN4107100000000,Yamhill County,OR
F,CN4200100000000,Adams County,PA
F,CN4200300000000,Allegheny County,PA
F,CN4200500000000,Armstrong County,PA
F,CN4200700000000,Beaver County,PA
F,CN4200900000000,Bedford County,PA
F,CN4201100000000,Berks County,PA
F,CN4201300000000,Blair County,PA
F,CN4201500000000,Bradford County,PA
F,CN4201700000000,Bucks County,PA
F,CN4201900000000,Butler County,PA
F,CN4202100000000,Cambria County,PA
F,CN4202300000000,Cameron County,PA
F,CN4202500000000,Carbon County,PA
F,CN4202700000000,Centre County,PA
F,CN4202900000000,Chester County,PA
F,CN4203100000000,Clarion County,PA
F,CN4203300000000,Clearfield County,PA
F,CN4203500000000,Clinton County,PA
F,CN4203700000000,Columbia County,PA
F,CN4203900000000,Crawford County,PA
F,CN4204100000000,Cumberland County,PA
F,CN4204300000000,Dauphin County,PA
F,CN4204500000000,Delaware County,PA
F,CN4204700000000,Elk County,PA
F,CN4204900000000,Erie County,PA
F,CN4205100000000,Fayette County,PA
F,CN4205300000000,Forest County,PA
F,CN4205500000000,Franklin County,PA
F,CN4205700000000,Fulton County,PA
F,CN4205900000000,Greene County,PA
F,CN4206100000000,Huntingdon County,PA
F,CN4206300000000,Indiana County,PA
F,CN4206500000000,Jefferson County,PA
F,CN4206700000000,Juniata County,PA
F,CN4206900000000,Lackawanna County,PA
F,CN4207100000000,Lancaster County,PA
F,CN4207300000000,Lawrence County,PA
F,CN4207500000000,Lebanon County,PA
F,CN4207700000000,Lehigh County,PA
F,CN4207900000000,Luzerne County,PA
F,CN4208100000000,Lycoming County,PA
F,CN4208300000000,McKean County,PA
F,CN4208500000000,Mercer County,PA
F,CN4208700000000,Mifflin County,PA
F,CN4208900000000,Monroe County,PA
F,CN4209100000000,Montgomery County,PA
F,CN4209300000000,Montour County,PA
F,CN4209500000000,Northampton County,PA
F,CN4209700000000,Northumberland County,PA
F,CN4209900000000,Perry County,PA
F,CN4210100000000,Philadelphia County/city,PA
F,CN4210300000000,Pike County,PA
F,CN4210500000000,Potter County,PA
F,CN4210700000000,Schuylkill County,PA
F,CN4210900000000,Snyder County,PA
F,CN4211100000000,Somerset County,PA
F,CN4211300000000,Sullivan County,PA
F,CN4211500000000,Susquehanna County,PA
F,CN4211700000000,Tioga County,PA
F,CN4211900000000,Union County,PA
F,CN4212100000000,Venango County,PA
F,CN4212300000000,Warren County,PA
F,CN4212500000000,Washington County,PA
F,CN4212700000000,Wayne County,PA
F,CN4212900000000,Westmoreland County,PA
F,CN4213100000000,Wyoming County,PA
F,CN4213300000000,York County,PA
F,CN4400100000000,Bristol County,RI
F,CN4400300000000,Kent County,RI
F,CN4400500000000,Newport County,RI
F,CN4400700000000,Providence County,RI
F,CN4400900000000,Washington County,RI
F,CN4500100000000,Abbeville County,SC
F,CN4500300000000,Aiken County,SC
F,CN4500500000000,Allendale County,SC
F,CN4500700000000,Anderson County,SC
F,CN4500900000000,Bamberg County,SC
F,CN4501100000000,Barnwell County,SC
F,CN4501300000000,Beaufort County,SC
F,CN4501500000000,Berkeley County,SC
F,CN4501700000000,Calhoun County,SC
F,CN4501900000000,Charleston County,SC
F,CN4502100000000,Cherokee County,SC
F,CN4502300000000,Chester County,SC
F,CN4502500000000,Chesterfield County,SC
F,CN4502700000000,Clarendon County,SC
F,CN4502900000000,Colleton County,SC
F,CN4503100000000,Darlington County,SC
F,CN4503300000000,Dillon County,SC
F,CN4503500000000,Dorchester County,SC
F,CN4503700000000,Edgefield County,SC
F,CN4503900000000,Fairfield County,SC
F,CN4504100000000,Florence County,SC
F,CN4504300000000,Georgetown County,SC
F,CN4504500000000,Greenville County,SC
F,CN4504700000000,Greenwood County,SC
F,CN4504900000000,Hampton County,SC
F,CN4505100000000,Horry County,SC
F,CN4505300000000,Jasper County,SC
F,CN4505500000000,Kershaw County,SC
F,CN4505700000000,Lancaster County,SC
F,CN4505900000000,Laurens County,SC
F,CN4506100000000,Lee County,SC
F,CN4506300000000,Lexington County,SC
F,CN4506500000000,McCormick County,SC
F,CN4506700000000,Marion County,SC
F,CN4506900000000,Marlboro County,SC
F,CN4507100000000,Newberry County,SC
F,CN4507300000000,Oconee County,SC
F,CN4507500000000,Orangeburg County,SC
F,CN4507700000000,Pickens County,SC
F,CN4507900000000,Richland County,SC
F,CN4508100000000,Saluda County,SC
F,CN4508300000000,Spartanburg County,SC
F,CN4508500000000,Sumter County,SC
F,CN4508700000000,Union County,SC
F,CN4508900000000,Williamsburg County,SC
F,CN4509100000000,York County,SC
F,CN4600300000000,Aurora County,SD
F,CN4600500000000,Beadle County,SD
F,CN4600700000000,Bennett County,SD
F,CN4600900000000,Bon Homme County,SD
F,CN4601100000000,Brookings County,SD
F,CN4601300000000,Brown County,SD
F,CN4601500000000,Brule County,SD
F,CN4601700000000,Buffalo County,SD
F,CN4601900000000,Butte County,SD
F,CN4602100000000,Campbell County,SD
F,CN4602300000000,Charles Mix County,SD
F,CN4602500000000,Clark County,SD
F,CN4602700000000,Clay County,SD
F,CN4602900000000,Codington County,SD
F,CN4603100000000,Corson County,SD
F,CN4603300000000,Custer County,SD
F,CN4603500000000,Davison County,SD
F,CN4603700000000,Day County,SD
F,CN4603900000000,Deuel County,SD
F,CN4604100000000,Dewey County,SD
F,CN4604300000000,Douglas County,SD
F,CN4604500000000,Edmunds County,SD
F,CN4604700000000,Fall River County,SD
F,CN4604900000000,Faulk County,SD
F,CN4605100000000,Grant County,SD
F,CN4605300000000,Gregory County,SD
F,CN4605500000000,Haakon County,SD
F,CN4605700000000,Hamlin County,SD
F,CN4605900000000,Hand County,SD
F,CN4606100000000,Hanson County,SD
F,CN4606300000000,Harding County,SD
F,CN4606500000000,Hughes County,SD
F,CN4606700000000,Hutchinson County,SD
F,CN4606900000000,Hyde County,SD
F,CN4607100000000,Jackson County,SD
F,CN4607300000000,Jerauld County,SD
F,CN4607500000000,Jones County,SD
F,CN4607700000000,Kingsbury County,SD
F,CN4607900000000,Lake County,SD
F,CN4608100000000,Lawrence County,SD
F,CN4608300000000,Lincoln County,SD
F,CN4608500000000,Lyman County,SD
F,CN4608700000000,McCook County,SD
F,CN4608900000000,McPherson County,SD
F,CN4609100000000,Marshall County,SD
F,CN4609300000000,Meade County,SD
F,CN4609500000000,Mellette County,SD
F,CN4609700000000,Miner County,SD
F,CN4609900000000,Minnehaha County,SD
F,CN4610100000000,Moody County,SD
F,CN4610300000000,Pennington County,SD
F,CN4610500000000,Perkins County,SD
F,CN4610700000000,Potter County,SD
F,CN4610900000000,Roberts County,SD
F,CN4611100000000,Sanborn County,SD
F,CN4611300000000,Shannon County,SD
F,CN4611500000000,Spink County,SD
F,CN4611700000000,Stanley County,SD
F,CN4611900000000,Sully County,SD
F,CN4612100000000,Todd County,SD
F,CN4612300000000,Tripp County,SD
F,CN4612500000000,Turner County,SD
F,CN4612700000000,Union County,SD
F,CN4612900000000,Walworth County,SD
F,CN4613500000000,Yankton County,SD
F,CN4613700000000,Ziebach County,SD
F,CN4700100000000,Anderson County,TN
F,CN4700300000000,Bedford County,TN
F,CN4700500000000,Benton County,TN
F,CN4700700000000,Bledsoe County,TN
F,CN4700900000000,Blount County,TN
F,CN4701100000000,Bradley County,TN
F,CN4701300000000,Campbell County,TN
F,CN4701500000000,Cannon County,TN
F,CN4701700000000,Carroll County,TN
F,CN4701900000000,Carter County,TN
F,CN4702100000000,Cheatham County,TN
F,CN4702300000000,Chester County,TN
F,CN4702500000000,Claiborne County,TN
F,CN4702700000000,Clay County,TN
F,CN4702900000000,Cocke County,TN
F,CN4703100000000,Coffee County,TN
F,CN4703300000000,Crockett County,TN
F,CN4703500000000,Cumberland County,TN
F,CN4703700000000,Davidson County,TN
F,CN4703900000000,Decatur County,TN
F,CN4704100000000,DeKalb County,TN
F,CN4704300000000,Dickson County,TN
F,CN4704500000000,Dyer County,TN
F,CN4704700000000,Fayette County,TN
F,CN4704900000000,Fentress County,TN
F,CN4705100000000,Franklin County,TN
F,CN4705300000000,Gibson County,TN
F,CN4705500000000,Giles County,TN
F,CN4705700000000,Grainger County,TN
F,CN4705900000000,Greene County,TN
F,CN4706100000000,Grundy County,TN
F,CN4706300000000,Hamblen County,TN
F,CN4706500000000,Hamilton County,TN
F,CN4706700000000,Hancock County,TN
F,CN4706900000000,Hardeman County,TN
F,CN4707100000000,Hardin County,TN
F,CN4707300000000,Hawkins County,TN
F,CN4707500000000,Haywood County,TN
F,CN4707700000000,Henderson County,TN
F,CN4707900000000,Henry County,TN
F,CN4708100000000,Hickman County,TN
F,CN4708300000000,Houston County,TN
F,CN4708500000000,Humphreys County,TN
F,CN4708700000000,Jackson County,TN
F,CN4708900000000,Jefferson County,TN
F,CN4709100000000,Johnson County,TN
F,CN4709300000000,Knox County,TN
F,CN4709500000000,Lake County,TN
F,CN4709700000000,Lauderdale County,TN
F,CN4709900000000,Lawrence County,TN
F,CN4710100000000,Lewis County,TN
F,CN4710300000000,Lincoln County,TN
F,CN4710500000000,Loudon County,TN
F,CN4710700000000,McMinn County,TN
F,CN4710900000000,McNairy County,TN
F,CN4711100000000,Macon County,TN
F,CN4711300000000,Madison County,TN
F,CN4711500000000,Marion County,TN
F,CN4711700000000,Marshall County,TN
F,CN4711900000000,Maury County,TN
F,CN4712100000000,Meigs County,TN
F,CN4712300000000,Monroe County,TN
F,CN4712500000000,Montgomery County,TN
F,CN4712700000000,Moore County,TN
F,CN4712900000000,Morgan County,TN
F,CN4713100000000,Obion County,TN
F,CN4713300000000,Overton County,TN
F,CN4713500000000,Perry County,TN
F,CN4713700000000,Pickett County,TN
F,CN4713900000000,Polk County,TN
F,CN4714100000000,Putnam County,TN
F,CN4714300000000,Rhea County,TN
F,CN4714500000000,Roane County,TN
F,CN4714700000000,Robertson County,TN
F,CN4714900000000,Rutherford County,TN
F,CN4715100000000,Scott County,TN
F,CN4715300000000,Sequatchie County,TN
F,CN4715500000000,Sevier County,TN
F,CN4715700000000,Shelby County,TN
F,CN4715900000000,Smith County,TN
F,CN4716100000000,Stewart County,TN
F,CN4716300000000,Sullivan County,TN
F,CN4716500000000,Sumner County,TN
F,CN4716700000000,Tipton County,TN
F,CN4716900000000,Trousdale County,TN
F,CN4717100000000,Unicoi County,TN
F,CN4717300000000,Union County,TN
F,CN4717500000000,Van Buren County,TN
F,CN4717700000000,Warren County,TN
F,CN4717900000000,Washington County,TN
F,CN4718100000000,Wayne County,TN
F,CN4718300000000,Weakley County,TN
F,CN4718500000000,White County,TN
F,CN4718700000000,Williamson County,TN
F,CN4718900000000,Wilson County,TN
F,CN4800100000000,Anderson County,TX
F,CN4800300000000,Andrews County,TX
F,CN4800500000000,Angelina County,TX
F,CN4800700000000,Aransas County,TX
F,CN4800900000000,Archer County,TX
F,CN4801100000000,Armstrong County,TX
F,CN4801300000000,Atascosa County,TX
F,CN4801500000000,Austin County,TX
F,CN4801700000000,Bailey County,TX
F,CN4801900000000,Bandera County,TX
F,CN4802100000000,Bastrop County,TX
F,CN4802300000000,Baylor County,TX
F,CN4802500000000,Bee County,TX
F,CN4802700000000,Bell County,TX
F,CN4802900000000,Bexar County,TX
F,CN4803100000000,Blanco County,TX
F,CN4803300000000,Borden County,TX
F,CN4803500000000,Bosque County,TX
F,CN4803700000000,Bowie County,TX
F,CN4803900000000,Brazoria County,TX
F,CN4804100000000,Brazos County,TX
F,CN4804300000000,Brewster County,TX
F,CN4804500000000,Briscoe County,TX
F,CN4804700000000,Brooks County,TX
F,CN4804900000000,Brown County,TX
F,CN4805100000000,Burleson County,TX
F,CN4805300000000,Burnet County,TX
F,CN4805500000000,Caldwell County,TX
F,CN4805700000000,Calhoun County,TX
F,CN4805900000000,Callahan County,TX
F,CN4806100000000,Cameron County,TX
F,CN4806300000000,Camp County,TX
F,CN4806500000000,Carson County,TX
F,CN4806700000000,Cass County,TX
F,CN4806900000000,Castro County,TX
F,CN4807100000000,Chambers County,TX
F,CN4807300000000,Cherokee County,TX
F,CN4807500000000,Childress County,TX
F,CN4807700000000,Clay County,TX
F,CN4807900000000,Cochran County,TX
F,CN4808100000000,Coke County,TX
F,CN4808300000000,Coleman County,TX
F,CN4808500000000,Collin County,TX
F,CN4808700000000,Collingsworth County,TX
F,CN4808900000000,Colorado County,TX
F,CN4809100000000,Comal County,TX
F,CN4809300000000,Comanche County,TX
F,CN4809500000000,Concho County,TX
F,CN4809700000000,Cooke County,TX
F,CN4809900000000,Coryell County,TX
F,CN4810100000000,Cottle County,TX
F,CN4810300000000,Crane County,TX
F,CN4810500000000,Crockett County,TX
F,CN4810700000000,Crosby County,TX
F,CN4810900000000,Culberson County,TX
F,CN4811100000000,Dallam County,TX
F,CN4811300000000,Dallas County,TX
F,CN4811500000000,Dawson County,TX
F,CN4811700000000,Deaf Smith County,TX
F,CN4811900000000,Delta County,TX
F,CN4812100000000,Denton County,TX
F,CN4812300000000,DeWitt County,TX
F,CN4812500000000,Dickens County,TX
F,CN4812700000000,Dimmit County,TX
F,CN4812900000000,Donley County,TX
F,CN4813100000000,Duval County,TX
F,CN4813300000000,Eastland County,TX
F,CN4813500000000,Ector County,TX
F,CN4813700000000,Edwards County,TX
F,CN4813900000000,Ellis County,TX
F,CN4814100000000,El Paso County,TX
F,CN4814300000000,Erath County,TX
F,CN4814500000000,Falls County,TX
F,CN4814700000000,Fannin County,TX
F,CN4814900000000,Fayette County,TX
F,CN4815100000000,Fisher County,TX
F,CN4815300000000,Floyd County,TX
F,CN4815500000000,Foard County,TX
F,CN4815700000000,Fort Bend County,TX
F,CN4815900000000,Franklin County,TX
F,CN4816100000000,Freestone County,TX
F,CN4816300000000,Frio County,TX
F,CN4816500000000,Gaines County,TX
F,CN4816700000000,Galveston County,TX
F,CN4816900000000,Garza County,TX
F,CN4817100000000,Gillespie County,TX
F,CN4817300000000,Glasscock County,TX
F,CN4817500000000,Goliad County,TX
F,CN4817700000000,Gonzales County,TX
F,CN4817900000000,Gray County,TX
F,CN4818100000000,Grayson County,TX
F,CN4818300000000,Gregg County,TX
F,CN4818500000000,Grimes County,TX
F,CN4818700000000,Guadalupe County,TX
F,CN4818900000000,Hale County,TX
F,CN4819100000000,Hall County,TX
F,CN4819300000000,Hamilton County,TX
F,CN4819500000000,Hansford County,TX
F,CN4819700000000,Hardeman County,TX
F,CN4819900000000,Hardin County,TX
F,CN4820100000000,Harris County,TX
F,CN4820300000000,Harrison County,TX
F,CN4820500000000,Hartley County,TX
F,CN4820700000000,Haskell County,TX
F,CN4820900000000,Hays County,TX
F,CN4821100000000,Hemphill County,TX
F,CN4821300000000,Henderson County,TX
F,CN4821500000000,Hidalgo County,TX
F,CN4821700000000,Hill County,TX
F,CN4821900000000,Hockley County,TX
F,CN4822100000000,Hood County,TX
F,CN4822300000000,Hopkins County,TX
F,CN4822500000000,Houston County,TX
F,CN4822700000000,Howard County,TX
F,CN4822900000000,Hudspeth County,TX
F,CN4823100000000,Hunt County,TX
F,CN4823300000000,Hutchinson County,TX
F,CN4823500000000,Irion County,TX
F,CN4823700000000,Jack County,TX
F,CN4823900000000,Jackson County,TX
F,CN4824100000000,Jasper County,TX
F,CN4824300000000,Jeff Davis County,TX
F,CN4824500000000,Jefferson County,TX
F,CN4824700000000,Jim Hogg County,TX
F,CN4824900000000,Jim Wells County,TX
F,CN4825100000000,Johnson County,TX
F,CN4825300000000,Jones County,TX
F,CN4825500000000,Karnes County,TX
F,CN4825700000000,Kaufman County,TX
F,CN4825900000000,Kendall County,TX
F,CN4826100000000,Kenedy County,TX
F,CN4826300000000,Kent County,TX
F,CN4826500000000,Kerr County,TX
F,CN4826700000000,Kimble County,TX
F,CN4826900000000,King County,TX
F,CN4827100000000,Kinney County,TX
F,CN4827300000000,Kleberg County,TX
F,CN4827500000000,Knox County,TX
F,CN4827700000000,Lamar County,TX
F,CN4827900000000,Lamb County,TX
F,CN4828100000000,Lampasas County,TX
F,CN4828300000000,La Salle County,TX
F,CN4828500000000,Lavaca County,TX
F,CN4828700000000,Lee County,TX
F,CN4828900000000,Leon County,TX
F,CN4829100000000,Liberty County,TX
F,CN4829300000000,Limestone County,TX
F,CN4829500000000,Lipscomb County,TX
F,CN4829700000000,Live Oak County,TX
F,CN4829900000000,Llano County,TX
F,CN4830100000000,Loving County,TX
F,CN4830300000000,Lubbock County,TX
F,CN4830500000000,Lynn County,TX
F,CN4830700000000,McCulloch County,TX
F,CN4830900000000,McLennan County,TX
F,CN4831100000000,McMullen County,TX
F,CN4831300000000,Madison County,TX
F,CN4831500000000,Marion County,TX
F,CN4831700000000,Martin County,TX
F,CN4831900000000,Mason County,TX
F,CN4832100000000,Matagorda County,TX
F,CN4832300000000,Maverick County,TX
F,CN4832500000000,Medina County,TX
F,CN4832700000000,Menard County,TX
F,CN4832900000000,Midland County,TX
F,CN4833100000000,Milam County,TX
F,CN4833300000000,Mills County,TX
F,CN4833500000000,Mitchell County,TX
F,CN4833700000000,Montague County,TX
F,CN4833900000000,Montgomery County,TX
F,CN4834100000000,Moore County,TX
F,CN4834300000000,Morris County,TX
F,CN4834500000000,Motley County,TX
F,CN4834700000000,Nacogdoches County,TX
F,CN4834900000000,Navarro County,TX
F,CN4835100000000,Newton County,TX
F,CN4835300000000,Nolan County,TX
F,CN4835500000000,Nueces County,TX
F,CN4835700000000,Ochiltree County,TX
F,CN4835900000000,Oldham County,TX
F,CN4836100000000,Orange County,TX
F,CN4836300000000,Palo Pinto County,TX
F,CN4836500000000,Panola County,TX
F,CN4836700000000,Parker County,TX
F,CN4836900000000,Parmer County,TX
F,CN4837100000000,Pecos County,TX
F,CN4837300000000,Polk County,TX
F,CN4837500000000,Potter County,TX
F,CN4837700000000,Presidio County,TX
F,CN4837900000000,Rains County,TX
F,CN4838100000000,Randall County,TX
F,CN4838300000000,Reagan County,TX
F,CN4838500000000,Real County,TX
F,CN4838700000000,Red River County,TX
F,CN4838900000000,Reeves County,TX
F,CN4839100000000,Refugio County,TX
F,CN4839300000000,Roberts County,TX
F,CN4839500000000,Robertson County,TX
F,CN4839700000000,Rockwall County,TX
F,CN4839900000000,Runnels County,TX
F,CN4840100000000,Rusk County,TX
F,CN4840300000000,Sabine County,TX
F,CN4840500000000,San Augustine County,TX
F,CN4840700000000,San Jacinto County,TX
F,CN4840900000000,San Patricio County,TX
F,CN4841100000000,San Saba County,TX
F,CN4841300000000,Schleicher County,TX
F,CN4841500000000,Scurry County,TX
F,CN4841700000000,Shackelford County,TX
F,CN4841900000000,Shelby County,TX
F,CN4842100000000,Sherman County,TX
F,CN4842300000000,Smith County,TX
F,CN4842500000000,Somervell County,TX
F,CN4842700000000,Starr County,TX
F,CN4842900000000,Stephens County,TX
F,CN4843100000000,Sterling County,TX
F,CN4843300000000,Stonewall County,TX
F,CN4843500000000,Sutton County,TX
F,CN4843700000000,Swisher County,TX
F,CN4843900000000,Tarrant County,TX
F,CN4844100000000,Taylor County,TX
F,CN4844300000000,Terrell County,TX
F,CN4844500000000,Terry County,TX
F,CN4844700000000,Throckmorton County,TX
F,CN4844900000000,Titus County,TX
F,CN4845100000000,Tom Green County,TX
F,CN4845300000000,Travis County,TX
F,CN4845500000000,Trinity County,TX
F,CN4845700000000,Tyler County,TX
F,CN4845900000000,Upshur County,TX
F,CN4846100000000,Upton County,TX
F,CN4846300000000,Uvalde County,TX
F,CN4846500000000,Val Verde County,TX
F,CN4846700000000,Van Zandt County,TX
F,CN4846900000000,Victoria County,TX
F,CN4847100000000,Walker County,TX
F,CN4847300000000,Waller County,TX
F,CN4847500000000,Ward County,TX
F,CN4847700000000,Washington County,TX
F,CN4847900000000,Webb County,TX
F,CN4848100000000,Wharton County,TX
F,CN4848300000000,Wheeler County,TX
F,CN4848500000000,Wichita County,TX
F,CN4848700000000,Wilbarger County,TX
F,CN4848900000000,Willacy County,TX
F,CN4849100000000,Williamson County,TX
F,CN4849300000000,Wilson County,TX
F,CN4849500000000,Winkler County,TX
F,CN4849700000000,Wise County,TX
F,CN4849900000000,Wood County,TX
F,CN4850100000000,Yoakum County,TX
F,CN4850300000000,Young County,TX
F,CN4850500000000,Zapata County,TX
F,CN4850700000000,Zavala County,TX
F,CN4900100000000,Beaver County,UT
F,CN4900300000000,Box Elder County,UT
F,CN4900500000000,Cache County,UT
F,CN4900700000000,Carbon County,UT
F,CN4900900000000,Daggett County,UT
F,CN4901100000000,Davis County,UT
F,CN4901300000000,Duchesne County,UT
F,CN4901500000000,Emery County,UT
F,CN4901700000000,Garfield County,UT
F,CN4901900000000,Grand County,UT
F,CN4902100000000,Iron County,UT
F,CN4902300000000,Juab County,UT
F,CN4902500000000,Kane County,UT
F,CN4902700000000,Millard County,UT
F,CN4902900000000,Morgan County,UT
F,CN4903100000000,Piute County,UT
F,CN4903300000000,Rich County,UT
F,CN4903500000000,Salt Lake County,UT
F,CN4903700000000,San Juan County,UT
F,CN4903900000000,Sanpete County,UT
F,CN4904100000000,Sevier County,UT
F,CN4904300000000,Summit County,UT
F,CN4904500000000,Tooele County,UT
F,CN4904700000000,Uintah County,UT
F,CN4904900000000,Utah County,UT
F,CN4905100000000,Wasatch County,UT
F,CN4905300000000,Washington County,UT
F,CN4905500000000,Wayne County,UT
F,CN4905700000000,Weber County,UT
F,CN5000100000000,Addison County,VT
F,CN5000300000000,Bennington County,VT
F,CN5000500000000,Caledonia County,VT
F,CN5000700000000,Chittenden County,VT
F,CN5000900000000,Essex County,VT
F,CN5001100000000,Franklin County,VT
F,CN5001300000000,Grand Isle County,VT
F,CN5001500000000,Lamoille County,VT
F,CN5001700000000,Orange County,VT
F,CN5001900000000,Orleans County,VT
F,CN5002100000000,Rutland County,VT
F,CN5002300000000,Washington County,VT
F,CN5002500000000,Windham County,VT
F,CN5002700000000,Windsor County,VT
F,CN5100100000000,Accomack County,VA
F,CN5100300000000,Albemarle County,VA
F,CN5100500000000,Alleghany County,VA
F,CN5100700000000,Amelia County,VA
F,CN5100900000000,Amherst County,VA
F,CN5101100000000,Appomattox County,VA
F,CN5101300000000,Arlington County,VA
F,CN5101500000000,Augusta County,VA
F,CN5101700000000,Bath County,VA
F,CN5101900000000,Bedford County,VA
F,CN5102100000000,Bland County,VA
F,CN5102300000000,Botetourt County,VA
F,CN5102500000000,Brunswick County,VA
F,CN5102700000000,Buchanan County,VA
F,CN5102900000000,Buckingham County,VA
F,CN5103100000000,Campbell County,VA
F,CN5103300000000,Caroline County,VA
F,CN5103500000000,Carroll County,VA
F,CN5103600000000,Charles City County,VA
F,CN5103700000000,Charlotte County,VA
F,CN5104100000000,Chesterfield County,VA
F,CN5104300000000,Clarke County,VA
F,CN5104500000000,Craig County,VA
F,CN5104700000000,Culpeper County,VA
F,CN5104900000000,Cumberland County,VA
F,CN5105100000000,Dickenson County,VA
F,CN5105300000000,Dinwiddie County,VA
F,CN5105700000000,Essex County,VA
F,CN5105900000000,Fairfax County,VA
F,CN5106100000000,Fauquier County,VA
F,CN5106300000000,Floyd County,VA
F,CN5106500000000,Fluvanna County,VA
F,CN5106700000000,Franklin County,VA
F,CN5106900000000,Frederick County,VA
F,CN5107100000000,Giles County,VA
F,CN5107300000000,Gloucester County,VA
F,CN5107500000000,Goochland County,VA
F,CN5107700000000,Grayson County,VA
F,CN5107900000000,Greene County,VA
F,CN5108100000000,Greensville County,VA
F,CN5108300000000,Halifax County,VA
F,CN5108500000000,Hanover County,VA
F,CN5108700000000,Henrico County,VA
F,CN5108900000000,Henry County,VA
F,CN5109100000000,Highland County,VA
F,CN5109300000000,Isle of Wight County,VA
F,CN5109500000000,James City County,VA
F,CN5109700000000,King and Queen County,VA
F,CN5109900000000,King George County,VA
F,CN5110100000000,King William County,VA
F,CN5110300000000,Lancaster County,VA
F,CN5110500000000,Lee County,VA
F,CN5110700000000,Loudoun County,VA
F,CN5110900000000,Louisa County,VA
F,CN5111100000000,Lunenburg County,VA
F,CN5111300000000,Madison County,VA
F,CN5111500000000,Mathews County,VA
F,CN5111700000000,Mecklenburg County,VA
F,CN5111900000000,Middlesex County,VA
F,CN5112100000000,Montgomery County,VA
F,CN5112500000000,Nelson County,VA
F,CN5112700000000,New Kent County,VA
F,CN5113100000000,Northampton County,VA
F,CN5113300000000,Northumberland County,VA
F,CN5113500000000,Nottoway County,VA
F,CN5113700000000,Orange County,VA
F,CN5113900000000,Page County,VA
F,CN5114100000000,Patrick County,VA
F,CN5114300000000,Pittsylvania County,VA
F,CN5114500000000,Powhatan County,VA
F,CN5114700000000,Prince Edward County,VA
F,CN5114900000000,Prince George County,VA
F,CN5115300000000,Prince William County,VA
F,CN5115500000000,Pulaski County,VA
F,CN5115700000000,Rappahannock County,VA
F,CN5115900000000,Richmond County,VA
F,CN5116100000000,Roanoke County,VA
F,CN5116300000000,Rockbridge County,VA
F,CN5116500000000,Rockingham County,VA
F,CN5116700000000,Russell County,VA
F,CN5116900000000,Scott County,VA
F,CN5117100000000,Shenandoah County,VA
F,CN5117300000000,Smyth County,VA
F,CN5117500000000,Southampton County,VA
F,CN5117700000000,Spotsylvania County,VA
F,CN5117900000000,Stafford County,VA
F,CN5118100000000,Surry County,VA
F,CN5118300000000,Sussex County,VA
F,CN5118500000000,Tazewell County,VA
F,CN5118700000000,Warren County,VA
